talk,npcid1,content1,npcid2,content2,npcid3,content3,npcid4,content4,npcid5,content5,npcid6,content6,npcid7,content7,npcid8,content8,npcid9,content9,npcid10,content10,BattleID
5004,5,这边离伊利斯村好远，我回趟家非常不方便。,,,,,,,,,,,,,,,,,,,
5005,6,走过路过不要错过，我这里可是有从奥德罗带回来的货物哦。,,,,,,,,,,,,,,,,,,,
5006,100,这几天真是没太多收获呢，你知道这是为什么吗？这是因为……（话夹打开已停不住）,,,,,,,,,,,,,,,,,,,
5007,101,我只是一个普通的女人罢了，请不要打扰我的休息。,,,,,,,,,,,,,,,,,,,
5008,102,贝伦大陆到处都存在着危险，还是留在伊利斯村安全些，我可不喜欢冒险，自己的性命才最重要。,,,,,,,,,,,,,,,,,,,
5009,103,嘿，有谁想要雇佣我嘛？虽然价钱高了些，但打家劫舍、杀人放火，只要有钱，就没有我不做的。,,,,,,,,,,,,,,,,,,,
5010,104,我曾经是一名聂拉维尔骑士团的骑士，直到我膝盖中了一箭……,,,,,,,,,,,,,,,,,,,
5011,105,吾虽已眼盲，但吾心却通明，何人能欺？,,,,,,,,,,,,,,,,,,,
5012,7,罗德里镇的人，都是十分善战的勇士！,,,,,,,,,,,,,,,,,,,
5013,8,我是一个小木匠，木工本领强，我要用那堆木头，盖成新房子。,,,,,,,,,,,,,,,,,,,
5014,9,我是一个小厨娘，我最喜欢做菜了！,,,,,,,,,,,,,,,,,,,
5015,200,创世神格拉创造了这个世界，但这个世界的人们正在逐渐腐朽。,,,,,,,,,,,,,,,,,,,
5016,10,吾来到这里，就是为了远离尘世，汝休来烦扰。,,,,,,,,,,,,,,,,,,,
5017,11,拿起我们的剑与盾！誓死守卫巴尔克斯坦！,,,,,,,,,,,,,,,,,,,
5018,201,吾虽已眼盲，但吾心却通明，何人能欺？,,,,,,,,,,,,,,,,,,,
5019,202,没有人能见到我，因为见到我的人早已死了。,,,,,,,,,,,,,,,,,,,
5020,203,这个世界，因最早诞生的火种，而存在至今，火，是格拉给予人类最伟大的魔法。,,,,,,,,,,,,,,,,,,,
5021,204,我阿鲁这一辈子，有这些动物伙伴，有酒，足矣！,,,,,,,,,,,,,,,,,,,
5022,12,我这一生的使命就是守护苏莱曼大人。,,,,,,,,,,,,,,,,,,,
5023,13,战争只会让人民受苦，如何才能避免战争呢？,,,,,,,,,,,,,,,,,,,
5024,14,我在这边的责任就是监视那些来自奥梅亚斯的垃圾。,,,,,,,,,,,,,,,,,,,
5025,206,希望你们得到大奖哦！,,,,,,,,,,,,,,,,,,,
5026,15,……,,,,,,,,,,,,,,,,,,,
5027,16,……,,,,,,,,,,,,,,,,,,,
5028,17,……,,,,,,,,,,,,,,,,,,,
5029,18,奥梅亚斯与巴尔克斯坦之间，应该停止战争了。,,,,,,,,,,,,,,,,,,,
5030,19,奥梅亚斯万岁！我以自己是奥梅亚斯人而感到光荣与自豪！,,,,,,,,,,,,,,,,,,,
5031,20,没有人喜欢战争，和平才是人们向往的。,,,,,,,,,,,,,,,,,,,
5032,21,有雪才有我，奥梅亚斯终年积雪，真是一个好地方呢。,,,,,,,,,,,,,,,,,,,
5033,22,我会……全心支持艾薇达大人……,,,,,,,,,,,,,,,,,,,
5034,23,我是玛利亚，奥梅亚斯的冰雪女王。,,,,,,,,,,,,,,,,,,,
5035,24,死灵法术并不是邪恶的，所谓的邪恶，只是人心罢了。,,,,,,,,,,,,,,,,,,,
5036,1108,骑士，必须要拥有高尚的品德！,,,,,,,,,,,,,,,,,,,
5037,1109,武者习于心，定要记住如此这般。,,,,,,,,,,,,,,,,,,,
5038,1110,哼，法术什么的，我才不稀罕呢，最强大的肯定是巫术！,,,,,,,,,,,,,,,,,,,
5039,207,法术，可不是人人都有资质学习的哦。,,,,,,,,,,,,,,,,,,,
5040,231,要说到单人竞技，我可是专家！,,,,,,,,,,,,,,,,,,,
5041,224,要说到团体竞技，我可是高手！,,,,,,,,,,,,,,,,,,,
6000,1500,……,,,,,,,,,,,,,,,,,,,
6001,1503,……,,,,,,,,,,,,,,,,,,,
6002,1506,……,,,,,,,,,,,,,,,,,,,
6003,1509,……,,,,,,,,,,,,,,,,,,,
6004,1521,……,,,,,,,,,,,,,,,,,,,
7000,-1,这里发生了什么？你们为什么要互相争斗？,2005,对面这群家伙觉得我们会妨碍他们获得格拉之泪，于是就想在这里杀掉我们。,-1,那真是太恶劣了！我们都是为克里斯王做事的，何必要互相残杀呢！,2004,克里斯王？你太天真了，如果能找到格拉之泪这样的无价之宝，将它带去献给皇国——格拉维斯特的国王威尔三世，那么得到的赏赐肯定要远远高于这弱小国家的国王克里斯。,-1,你们这群家伙毫无信义可言吗？我绝对不会让你们阴谋得逞的！,,,,,,,,,,,
7001,2000,我可是一个骑士，虽然我现在已经走向黑暗，不过做一个黑骑士也不错，哈哈，我的防护力可是相当高强，你们别想突破我的守御！,,,,,,,,,,,,,,,,,,,
7002,2001,哼！让你们尝尝吾这个武僧的气功弹！吾可是运用气息的高手！,,,,,,,,,,,,,,,,,,,
7003,2002,嘿嘿，那些愚蠢的法师总是说我们咒术师毫无天赋，但我们能够运用体内强大的魔能自成一派，这就是我们的天赋，让我给你下一个可怕的咒术吧！,,,,,,,,,,,,,,,,,,,
7004,2003,加血的事情就交给我了，这正是我身为牧师该做的事儿！所以无所顾虑的干掉这群小可怜吧。,,,,,,,,,,,,,,,,,,,
7005,2004,你们这群小人物，有资格跟我这样的刺客大师对战吗？让我将你们全部干掉吧。,,,,,,,,,,,,,,,,,,,
7006,2005,我们法师，是真正使用元素魔法的天才，现在就让你见识一下元素魔法的可怕吧。,,,,,,,,,,,,,,,,,,,
7007,2006,在贝伦大陆，我们猎人的弓术那绝对数一数二，下面就让你们见识一下什么是百步穿杨吧！,,,,,,,,,,,,,,,,,,,
7008,2007,吃我一斧吧！我们佣兵才是真正的战斗高手，试问其他人，谁有我们这般力量充足！,,,,,,,,,,,,,,,,,,,
7009,2008,作为一个巫师，我会为大家净化一切不良的咒术的，所以请大家相信我，努力战斗吧。,,,,,,,,,,,,,,,,,,,
7010,2004,可恶！怎么可能？我竟然会输给你们这群无名的家伙！不过我不会死心的，格拉之泪肯定会是我的！,2005,这个邪恶的家伙，真是无药可救了，对啦，十分感谢你的帮助。,-1,不客气，因为我们都是为了克里斯王而努力寻找格拉之泪的冒险者嘛。,2005,是啊！所以大家彼此努力吧！我们要走了，你也要多保重，再见了！,,,,,,,,,,,,,
7011,500,在这一片，还没有人敢管老子的闲事，你这个小鬼真是活得不耐烦了！,-1,我绝对不能让你再作恶下去，接招吧！,,,,,,,,,,,,,,,,,
7012,500,老子竟然会输给一个小鬼……可恶……老子我不甘心啊……,-1,你接下来就在聂拉维尔的监狱里好好反省吧。,,,,,,,,,,,,,,,,,
7013,501,吼！吼！吼！,-1,你盘踞在伊利斯山洞，害死过不少旅人吧，今天我就要除掉你这个怪物。,,,,,,,,,,,,,,,,,
7014,501,吼……,-1,以后伊利斯山洞会安稳很多了吧。,,,,,,,,,,,,,,,,,
7015,502,成为我的同伴吧，其实死亡并不可怕，只是一瞬间罢了。,-1,不死生物，别想侵蚀我的灵魂，我是不会让你同化我的！,,,,,,,,,,,,,,,,,
7016,502,我真是小看你了，我就告诉你吧，科托大人从这实验室的密门出去了，至于去哪，我也不清楚，你要想找科托大人，也从密门出去吧。,-1,你这个不死生物也不算太坏嘛，多谢你了，那么我马上去追科托吧。,,,,,,,,,,,,,,,,,
7017,503,吼！,-1,大棕熊呀大棕熊，你可不要怪我，谁让这是我猎人的试炼呢。,,,,,,,,,,,,,,,,,
7018,503,吼……,-1,行啦，回去跟维尔纳交代一下吧！,,,,,,,,,,,,,,,,,
7019,504,咦嘻嘻！陪我好好玩耍吧，让我见识一下你的实力！,-1,你这个捣蛋鬼，要答应我，如果败给我了，就乖乖的离开这里哦！,,,,,,,,,,,,,,,,,
7020,504,咦嘻嘻！好好玩！你果然厉害，所以我遵守承诺，我要走啦，反正在这里我已经住腻了！,-1,……（估计这个捣蛋鬼以后还会去别的村子捣蛋吧）,,,,,,,,,,,,,,,,,
7021,505,今天我就让你见识一下，我为何是聂拉维尔最强的盗匪吧！,-1,那么我今天更要为民除害了！,,,,,,,,,,,,,,,,,
7022,505,我聂拉维尔最强盗匪的名望今天毁于一旦了！,-1,你其实也不怎么强嘛，看来是个欺世盗名之徒。,,,,,,,,,,,,,,,,,
7023,-1,想来，这还是我第一次捕捉宠物呢，好紧张啊……,506,额！额！额！,-1,额什么额，马上到我的口袋来吧！,,,,,,,,,,,,,,,
7024,-1,呼，好刺激呀！,,,,,,,,,,,,,,,,,,,
7025,507,我生气了！我生气了！我要炸碎你！我要炸碎你！,-1,跟精神病患者交流怎么就这么困难……,,,,,,,,,,,,,,,,,
7026,507,太强了！太强了！打不过我就跑！我就跑！,-1,……跑远点吧，别在这里给别人带来困扰了。,,,,,,,,,,,,,,,,,
7027,508,你们这群愚蠢的人类，竟敢挑战我们食人魔！我今天就要杀光这个镇的所有人类！,-1,别做梦了，愚蠢的食人魔，今天下地狱的只会是你！,,,,,,,,,,,,,,,,,
7028,508,我……我太低估你们人类了……啊！,-1,这下你再也无法作恶了。,,,,,,,,,,,,,,,,,
7029,509,我将带领着食人魔，统治罗德里镇这个地方，你们人类将会是我们的口粮！,-1,别做梦了，你们这种生物就应该永远窝在这个山洞中！,,,,,,,,,,,,,,,,,
7030,509,我的野心！我不甘心！啊！,-1,食人魔的脑子，不配与人类为敌。,,,,,,,,,,,,,,,,,
7031,510,愚蠢的人类！竟敢闯入我的领地！给我去死吧！,-1,这头巨龙竟然守在这里……可恶！过不去呀！看来只能与他战斗了！,,,,,,,,,,,,,,,,,
7032,-1,真是艰险呀！竟然将他赶跑了，我自己都不敢相信……,,,,,,,,,,,,,,,,,,,
7033,511,为什么我这样凄惨！而你！而你却如此逍遥自在！我要杀了你！,-1,可悲的家伙，让我给你一个解脱吧。,,,,,,,,,,,,,,,,,
7034,511,这对我来说，算是好的结局……,-1,……科托可真是一个心狠的人……,,,,,,,,,,,,,,,,,
7035,512,嘶！嘶！,-1,嘶你妹夫嘶……,,,,,,,,,,,,,,,,,
7036,-1,让你再嘶！,,,,,,,,,,,,,,,,,,,
7037,513,吼！,-1,很有气势嘛！那就比比看吧！,,,,,,,,,,,,,,,,,
7038,513,吼……,-1,我会饶过你的，不过你不要在伤害人了哦。,,,,,,,,,,,,,,,,,
7039,514,我好久没吃肉了！忍了好久了！这次实在忍不住了！,-1,想吃我？没门！,,,,,,,,,,,,,,,,,
7040,-1,我并不想杀你，麦哲伦老师说让你以后不要对罗德里镇带来麻烦。,514,我并不想伤害人类！我一直在躲着你们！你就放心吧！,,,,,,,,,,,,,,,,,
7041,515,陌生人，不要挡我的路，因为我会扫平一切障碍。,-1,很抱歉，今天我就是要挡住你的路。,,,,,,,,,,,,,,,,,
7042,515,算你狠……,-1,我不会让任何人伤害莉莉的。,,,,,,,,,,,,,,,,,
7043,516,我认识你！就是你杀死了伟大的克洛大人！我要为克洛大人复仇！,-1,你们这些可恶的食人魔真是不见棺材不落泪呀！,,,,,,,,,,,,,,,,,
7044,516,啊！克洛大人！我没法完成您的遗愿了！原谅我！,-1,真是丑陋又可悲的生物。,,,,,,,,,,,,,,,,,
7045,517,人类身上都是臭气，真不知道食人魔的兄弟是怎么吃掉你们这样的家伙的。,-1,我才不会让他们吃掉呢。,,,,,,,,,,,,,,,,,
7046,517,好……好厉害……啊！,-1,罪恶的生物，去地狱忏悔吧。,,,,,,,,,,,,,,,,,
7047,518,你不要担心，我会让你死的非常痛快，不受一点痛苦。,-1,你真觉得自己有这样的本事吗？,,,,,,,,,,,,,,,,,
7048,518,好强……我太大意了，所以付出了代价，不过咱们还会有见面的一天的，我是皇国的白恶魔吉拉斯，记住我吧！,-1,白恶魔吉拉斯吗……皇国的人吗……,,,,,,,,,,,,,,,,,
7049,519,嗷呜！,-1,你是饿到失去理智了吗？看来必须让你好好清醒一下了。,,,,,,,,,,,,,,,,,
7050,519,嗷呜……,-1,乖乖的，我会给你肉肉吃的。,,,,,,,,,,,,,,,,,
7051,520,你认为你可以阻止我们的任务吗？,-1,不试试怎么知道行不行。,,,,,,,,,,,,,,,,,
7052,520,很强……这是我第一次任务失败，我会记住你的！,-1,谁也别想伤害沙漠之狐苏莱曼大人。,,,,,,,,,,,,,,,,,
7053,521,我的兄弟们，是不会白白死去的，你这个巴尔克斯坦的走狗，我要让你不得好死！,-1,你已经被仇恨蒙蔽了双眼，让我给你解脱吧。,,,,,,,,,,,,,,,,,
7054,521,我的兄弟们……我来陪你们了……,-1,真可惜，你也算是一个了不起的人……,,,,,,,,,,,,,,,,,
7055,522,我该怎么折磨你呢？我得好好想想……,-1,可恶的恶魔！完全不拿我当回事吗……,,,,,,,,,,,,,,,,,
7056,522,弱小的人类！可恶！我竟然输给了弱小的人类！好不甘心啊！,-1,狂妄的恶魔，下地狱去吧！,,,,,,,,,,,,,,,,,
7057,523,成为了不死生物，才让我拥有更伟大的力量，我要带领着不死军团，统治整个贝伦大陆！,-1,曾经伟大的英雄，如今却如此堕落，太可悲了。,,,,,,,,,,,,,,,,,
7058,523,年轻人……你阻止了我……不过这样很好……我将再次沉睡，希望永远也不要醒来。,-1,克佳苏尔德……您是真正了不起的英雄。,,,,,,,,,,,,,,,,,
7059,524,谁敢闯入我的领地，我都会让他受到惩罚，你！接受惩罚吧！,-1,我会击败你的，阿克苏，巴尔克斯坦的人们不能生活在你的恐怖威胁之下。,,,,,,,,,,,,,,,,,
7060,524,怎么可能！我！伟大的蝎子王！伟大的阿克苏！竟然会败给这么一个平凡的人类！,-1,我可以说这就叫正义必胜吗？,,,,,,,,,,,,,,,,,
7061,525,吼！吼！,-1,天哪，好恶心的生物，好巨大的死亡蠕虫……,,,,,,,,,,,,,,,,,
7062,525,吼……,-1,再也不要让我碰到这样的生物了……,,,,,,,,,,,,,,,,,
7063,526,吱吱吱！,-1,看着就不像什么绿色环保植物……让我连根拔掉你吧！,,,,,,,,,,,,,,,,,
7064,526,吱……吱……,-1,这下巴尔克斯坦的居民可以安心不少了吧。,,,,,,,,,,,,,,,,,
7065,527,你在老子这里看来，就是一头待宰的羔羊！还不给老子束手就擒！,-1,可恶的恶匪，太狂妄了，今天我就要好好的收拾一下你！,,,,,,,,,,,,,,,,,
7066,527,老子竟然输了……这怎么可能！我的野心！,-1,哼，你这样的恶匪，好好在地牢里忏悔吧！不过我觉得你这样的人也不会忏悔的。,,,,,,,,,,,,,,,,,
7067,528,人类！你们这群懦弱的种族！巴尔克斯坦这片燥热的沙漠地带，就应该是我们蜥蜴人的地盘！,-1,其实和平共处不是更好吗，你们蜥蜴人太喜欢挑起战争了，人们需要的是和平。,,,,,,,,,,,,,,,,,
7068,528,人类！我们的王，势必会夺取巴尔克斯坦这片地方的！别得意太早！,-1,那我就会从根本上杜绝这样的事情发生！,,,,,,,,,,,,,,,,,
7069,529,吼！,-1,我的天哪！好可怕的巨蜥！我见到都害怕，更别提那些巴尔克斯坦的居民了！,,,,,,,,,,,,,,,,,
7070,529,吼……,-1,别留在这里祸害人了，赶快走吧！,,,,,,,,,,,,,,,,,
7071,530,我该做点什么好呢？你这个碍眼的家伙在我面前晃悠什么！让我先揍扁你吧！,-1,还能不能好好的聊天了，一上来就喊打喊杀的……,,,,,,,,,,,,,,,,,
7072,530,好讨厌的感觉！又要沉睡了！等我下次醒来后，再大闹特闹吧！,-1,那你还是永远沉睡的好！,,,,,,,,,,,,,,,,,
7073,531,苏莱曼那个家伙，竟然任由奥梅亚斯的人随便踏入巴尔克斯坦，太让我失望了。,-1,苏莱曼大人是一个非常了不起的领袖！我现在就要在此代表苏莱曼大人来挑战你！,,,,,,,,,,,,,,,,,
7074,531,很了不起，看来是我多虑了，那么我将在巴尔克斯坦，看着苏莱曼接下来的行动。,-1,苏莱曼大人绝对会做出一番成绩的！,,,,,,,,,,,,,,,,,
7075,532,人类！巴尔克斯坦这片区域，自古就是我们蜥蜴人的！是你们夺取了我们的家乡！,-1,过去的事情，我没法评价什么，但就现在来说，巴尔克斯坦的居民生活的很幸福！,,,,,,,,,,,,,,,,,
7076,532,我输了……这不单单是我的失败，而是整个蜥蜴人的失败……,-1,其实人类和蜥蜴人，完全可以和平共处的，何必非要闹个你死我活呢。,,,,,,,,,,,,,,,,,
7077,533,我就是想喝酒，你就把你身上的酒全送给我吧！送给我我就饶了你！,-1,不是我不送……问题是我身上没有酒啊！看来这场战斗避免不了了……,,,,,,,,,,,,,,,,,
7078,533,我酒瘾犯了，真是控制不住自己，我知道错了，饶了我吧，现在我马上自己去酒吧泡吧去了！,-1,……（这个家伙会不会成为一个祸害）,,,,,,,,,,,,,,,,,
